Vehicle ID,Fuel ID,Model,Model Year,Fuel
13044,45,NSX                                                ,2022,Hybrid Electric              
12854,45,A3                                                 ,2022,Hybrid Electric              
12842,45,A3 quattro                                         ,2022,Hybrid Electric              
12783,45,A4 allroad quattro                                 ,2022,Hybrid Electric              
12782,45,A4 quattro                                         ,2022,Hybrid Electric              
12784,45,A4 S line quattro                                  ,2022,Hybrid Electric              
12786,45,A5 Cabriolet quattro                               ,2022,Hybrid Electric              
12785,45,A5 Coupe quattro                                   ,2022,Hybrid Electric              
12787,45,A5 Sportback quattro                               ,2022,Hybrid Electric              
12788,45,A5 Sportback S line quattro                        ,2022,Hybrid Electric              
12791,45,A6 Allroad quattro                                 ,2022,Hybrid Electric              
12790,45,A6 quattro                                         ,2022,Hybrid Electric              
12789,45,A6 quattro                                         ,2022,Hybrid Electric              
12794,45,A7 quattro                                         ,2022,Hybrid Electric              
12831,57,A7 TFSI e quattro                                  ,2022,Plug-in Hybrid Electric      
12928,45,A8L quattro                                        ,2022,Hybrid Electric              
12949,41,e-tron GT                                          ,2022,Electric                     
13002,41,e-tron quattro                                     ,2022,Electric                     
12950,41,"e-tron S (20"" wheels)                           ",2022,Electric                     
12951,41,"e-tron S (21"" or 22"" wheels)                   ",2022,Electric                     
13001,41,e-tron Sportback quattro                           ,2022,Electric                     
12952,41,"e-tron S Sportback (20"" wheels)                 ",2022,Electric                     
12953,41,"e-tron S Sportback (21"" or 22"" wheels)         ",2022,Electric                     
12954,41,Q4 e-tron quattro                                  ,2022,Electric                     
12955,41,Q4 e-tron Sportback quattro                        ,2022,Electric                     
13023,45,Q5 quattro                                         ,2022,Hybrid Electric              
12795,45,Q5 S line quattro                                  ,2022,Hybrid Electric              
12796,45,Q5 Sportback S line quattro                        ,2022,Hybrid Electric              
12832,57,Q5 TFSI e quattro                                  ,2022,Plug-in Hybrid Electric      
12797,45,Q7 quattro                                         ,2022,Hybrid Electric              
12798,45,Q8 quattro                                         ,2022,Hybrid Electric              
12799,45,RS 6 Avant                                         ,2022,Hybrid Electric              
12800,45,RS7                                                ,2022,Hybrid Electric              
12956,41,RS e-tron GT                                       ,2022,Electric                     
12801,45,RS Q8                                              ,2022,Hybrid Electric              
12792,45,S6                                                 ,2022,Hybrid Electric              
12793,45,S7                                                 ,2022,Hybrid Electric              
12977,45,S8                                                 ,2022,Hybrid Electric              
13090,57,Flying Spur Hybrid                                 ,2022,Plug-in Hybrid Electric      
13067,57,330e Sedan                                         ,2022,Plug-in Hybrid Electric      
13068,57,330e xDrive                                        ,2022,Plug-in Hybrid Electric      
13069,57,530e Sedan                                         ,2022,Plug-in Hybrid Electric      
13070,57,530e xDrive Sedan                                  ,2022,Plug-in Hybrid Electric      
12859,45,540i Sedan                                         ,2022,Hybrid Electric              
12805,45,540i xDrive Sedan                                  ,2022,Hybrid Electric              
13071,57,745e xDrive                                        ,2022,Plug-in Hybrid Electric      
13047,41,"i4 eDrive40 Gran Coupe (18"" Wheels)             ",2022,Electric                     
13046,41,"i4 eDrive40 Gran Coupe (19"" Wheels)             ",2022,Electric                     
13048,41,"i4 M50 Gran Coupe (19"" Wheels)                  ",2022,Electric                     
13049,41,"i4 M50 Gran Coupe (20"" Wheels)                  ",2022,Electric                     
13050,41,"iX xDrive50 (20"" Wheels)                        ",2022,Electric                     
13051,41,"iX xDrive50 (21"" Wheels)                        ",2022,Electric                     
13052,41,"iX xDrive50 (22"" Wheels)                        ",2022,Electric                     
12855,45,M340i Sedan                                        ,2022,Hybrid Electric              
12856,45,M340i xDrive Sedan                                 ,2022,Hybrid Electric              
12804,45,M440i Convertible                                  ,2022,Hybrid Electric              
12802,45,M440i Coupe                                        ,2022,Hybrid Electric              
12857,45,M440i xDrive Convertible                           ,2022,Hybrid Electric              
12858,45,M440i xDrive Coupe                                 ,2022,Hybrid Electric              
12803,45,M440i xDrive Gran Coupe                            ,2022,Hybrid Electric              
12860,45,X3 M40i                                            ,2022,Hybrid Electric              
12861,45,X4 M40i                                            ,2022,Hybrid Electric              
12862,45,X5 sDrive40i                                       ,2022,Hybrid Electric              
12863,45,X5 xDrive40i                                       ,2022,Hybrid Electric              
13072,57,X5 xDrive45e                                       ,2022,Plug-in Hybrid Electric      
12864,45,X6 xDrive40i                                       ,2022,Hybrid Electric              
12865,45,X7 xDrive40i                                       ,2022,Hybrid Electric              
12907,35,Escalade 2WD                                       ,2022,Biodiesel (B20)              
12908,35,Escalade 4WD                                       ,2022,Biodiesel (B20)              
12778,41,Bolt EUV                                           ,2022,Electric                     
12777,41,Bolt EV                                            ,2022,Electric                     
12849,35,Colorado 2WD                                       ,2022,Biodiesel (B20)              
12850,35,Colorado 4WD                                       ,2022,Biodiesel (B20)              
12851,35,Colorado ZR2 4WD                                   ,2022,Biodiesel (B20)              
12923,11,Silverado 2WD                                      ,2022,Ethanol (E85)                
12909,35,Silverado 2WD                                      ,2022,Biodiesel (B20)              
13074,35,Silverado 4WD                                      ,2022,Biodiesel (B20)              
12910,35,Silverado 4WD                                      ,2022,Biodiesel (B20)              
12924,11,Silverado 4WD                                      ,2022,Ethanol (E85)                
12997,11,Silverado 4WD - Mud Terrain Tires                  ,2022,Ethanol (E85)                
12918,35,Silverado 4WD - Mud Terrain Tires                  ,2022,Biodiesel (B20)              
12911,35,Suburban 2WD                                       ,2022,Biodiesel (B20)              
12912,35,Suburban 4WD                                       ,2022,Biodiesel (B20)              
12913,35,Tahoe 2WD                                          ,2022,Biodiesel (B20)              
12914,35,Tahoe 4WD                                          ,2022,Biodiesel (B20)              
13035,57,Pacifica Hybrid                                    ,2022,Plug-in Hybrid Electric      
13089,57,SF90 Spyder                                        ,2022,Plug-in Hybrid Electric      
13036,57,SF90 Stradale                                      ,2022,Plug-in Hybrid Electric      
12982,45,Escape AWD HEV                                     ,2022,Hybrid Electric              
12981,45,Escape FWD HEV                                     ,2022,Hybrid Electric              
13037,57,Escape FWD PHEV                                    ,2022,Plug-in Hybrid Electric      
12976,11,Explorer AWD FFV                                   ,2022,Ethanol (E85)                
12980,45,Explorer HEV AWD                                   ,2022,Hybrid Electric              
12978,45,Explorer HEV RWD                                   ,2022,Hybrid Electric              
13024,45,Explorer Platinum HEV                              ,2022,Hybrid Electric              
12979,45,Explorer Platinum HEV                              ,2022,Hybrid Electric              
12975,11,F-150 2WD FFV                                      ,2022,Ethanol (E85)                
12999,11,F-150 2WD FFV - Without Start/Stop                 ,2022,Ethanol (E85)                
12974,11,F-150 2WD FFV - With Start/Stop                    ,2022,Ethanol (E85)                
12973,11,F-150 4WD FFV                                      ,2022,Ethanol (E85)                
12972,11,F-150 4WD FFV - Without Start/Stop                 ,2022,Ethanol (E85)                
13000,11,F-150 4WD FFV - With Start/Stop                    ,2022,Ethanol (E85)                
13093,41,F150 Lightning 4WD                                 ,2022,Electric                     
13094,41,F150 Lightning 4WD Extended Range                  ,2022,Electric                     
13095,41,F150 Lightning Platinum 4WD                        ,2022,Electric                     
13025,45,F150 Pickup 2WD HEV                                ,2022,Hybrid Electric              
13026,45,F150 Pickup 4WD HEV                                ,2022,Hybrid Electric              
13066,45,Maverick Pickup HEV                                ,2022,Hybrid Electric              
13059,41,Mustang Mach-E AWD                                 ,2022,Electric                     
13056,41,Mustang Mach-E AWD California Route 1              ,2022,Electric                     
13060,41,Mustang Mach-E AWD Extended                        ,2022,Electric                     
13057,41,Mustang Mach-E GT AWD                              ,2022,Electric                     
13058,41,Mustang Mach-E GT Performance                      ,2022,Electric                     
13053,41,Mustang Mach-E RWD                                 ,2022,Electric                     
13055,41,Mustang Mach-E RWD California Route 1              ,2022,Electric                     
13054,41,Mustang Mach-E RWD Extended                        ,2022,Electric                     
12780,11,Transit Connect Van FFV                            ,2022,Ethanol (E85)                
12781,11,Transit Connect Wagon LWB FFV                      ,2022,Ethanol (E85)                
13043,11,Transit T150 Passenger Van 2WD FFV                 ,2022,Ethanol (E85)                
13042,11,Transit T150 Passenger Van 4WD FFV                 ,2022,Ethanol (E85)                
12852,35,Canyon 2WD                                         ,2022,Biodiesel (B20)              
12853,35,Canyon 4WD                                         ,2022,Biodiesel (B20)              
12915,35,Sierra 2WD                                         ,2022,Biodiesel (B20)              
12926,11,Sierra 2WD                                         ,2022,Ethanol (E85)                
12916,35,Sierra 4WD                                         ,2022,Biodiesel (B20)              
12927,11,Sierra 4WD                                         ,2022,Ethanol (E85)                
12917,35,Sierra 4WD - Mud Terrain Tires                     ,2022,Biodiesel (B20)              
12998,11,Sierra 4WD - Mud Terrain Tires                     ,2022,Ethanol (E85)                
12922,35,Yukon 2WD                                          ,2022,Biodiesel (B20)              
12921,35,Yukon 4WD                                          ,2022,Biodiesel (B20)              
12920,35,Yukon XL 2WD                                       ,2022,Biodiesel (B20)              
12919,35,Yukon XL 4WD                                       ,2022,Biodiesel (B20)              
12930,45,Accord                                             ,2022,Hybrid Electric              
12929,45,Accord Sport/Touring                               ,2022,Hybrid Electric              
12886,45,CR-V AWD                                           ,2022,Hybrid Electric              
12806,45,Insight                                            ,2022,Hybrid Electric              
12807,45,Insight Touring                                    ,2022,Hybrid Electric              
12808,45,Elantra Hybrid                                     ,2022,Hybrid Electric              
12809,45,Elantra Hybrid Blue                                ,2022,Hybrid Electric              
12810,45,Ioniq                                              ,2022,Hybrid Electric              
13005,41,Ioniq 5 AWD (Long Range)                           ,2022,Electric                     
13003,41,Ioniq 5 RWD                                        ,2022,Electric                     
13004,41,Ioniq 5 RWD (Long Range)                           ,2022,Electric                     
12811,45,Ioniq Blue                                         ,2022,Hybrid Electric              
12833,57,Ioniq Plug-in Hybrid                               ,2022,Plug-in Hybrid Electric      
12879,41,Kona Electric                                      ,2022,Electric                     
13061,9,Nexo                                               ,2022,Hydrogen Fuel Cell           
13062,9,Nexo Blue                                          ,2022,Hydrogen Fuel Cell           
12812,45,Santa Fe Hybrid                                    ,2022,Hybrid Electric              
12813,45,Santa Fe Hybrid Blue                               ,2022,Hybrid Electric              
12834,57,Santa Fe Plug-in Hybrid                            ,2022,Plug-in Hybrid Electric      
12814,45,Sonata Hybrid                                      ,2022,Hybrid Electric              
12815,45,Sonata Hybrid Blue                                 ,2022,Hybrid Electric              
12816,45,Tucson Hybrid                                      ,2022,Hybrid Electric              
12817,45,Tucson Hybrid Blue                                 ,2022,Hybrid Electric              
12888,57,Tucson Plug-in Hybrid                              ,2022,Plug-in Hybrid Electric      
12843,45,E-PACE MHEV                                        ,2022,Hybrid Electric              
13027,45,F-PACE P340 MHEV                                   ,2022,Hybrid Electric              
13045,45,F-PACE P400 MHEV                                   ,2022,Hybrid Electric              
13073,57,Grand Cherokee 4xe                                 ,2022,Plug-in Hybrid Electric      
12866,45,Wagoneer 4x2                                       ,2022,Hybrid Electric              
12867,45,Wagoneer 4x4                                       ,2022,Hybrid Electric              
13028,45,Wrangler 2dr 4x4                                   ,2022,Hybrid Electric              
13029,45,Wrangler 4dr 4x4                                   ,2022,Hybrid Electric              
13038,57,Wrangler 4dr 4xe                                   ,2022,Plug-in Hybrid Electric      
13008,41,EV6 AWD (Long Range)                               ,2022,Electric                     
13006,41,EV6 RWD                                            ,2022,Electric                     
13007,41,EV6 RWD (Long Range)                               ,2022,Electric                     
12818,45,Niro                                               ,2022,Hybrid Electric              
12880,41,Niro Electric                                      ,2022,Electric                     
12819,45,Niro FE                                            ,2022,Hybrid Electric              
12835,57,Niro Plug-in Hybrid                                ,2022,Plug-in Hybrid Electric      
12820,45,Niro Touring                                       ,2022,Hybrid Electric              
12900,45,Sorento Hybrid AWD                                 ,2022,Hybrid Electric              
12821,45,Sorento Hybrid FWD                                 ,2022,Hybrid Electric              
12889,57,Sorento Plug-in Hybrid                             ,2022,Plug-in Hybrid Electric      
12823,45,Defender 110 MHEV                                  ,2022,Hybrid Electric              
12822,45,Defender 90 MHEV                                   ,2022,Hybrid Electric              
12824,45,Discovery MHEV                                     ,2022,Hybrid Electric              
13082,45,New Range Rover P360 LWB MHEV                      ,2022,Hybrid Electric              
13081,45,New Range Rover P360 MHEV                          ,2022,Hybrid Electric              
13084,45,New Range Rover P400 LWB MHEV                      ,2022,Hybrid Electric              
13083,45,New Range Rover P400 MHEV                          ,2022,Hybrid Electric              
12901,45,Range Rover Evoque MHEV                            ,2022,Hybrid Electric              
12868,45,Range Rover P360 MHEV                              ,2022,Hybrid Electric              
12869,45,Range Rover P400 MHEV                              ,2022,Hybrid Electric              
12825,45,Range Rover Sport P360 MHEV                        ,2022,Hybrid Electric              
12826,45,Range Rover Sport P400 MHEV                        ,2022,Hybrid Electric              
12836,57,Range Rover Sport PHEV                             ,2022,Plug-in Hybrid Electric      
13030,45,Range Rover Velar P340 MHEV                        ,2022,Hybrid Electric              
13031,45,Range Rover Velar P400 MHEV                        ,2022,Hybrid Electric              
12902,45,ES 300h                                            ,2022,Hybrid Electric              
12946,45,LC 500h                                            ,2022,Hybrid Electric              
12983,45,LS 500h AWD                                        ,2022,Hybrid Electric              
12931,45,NX 350h AWD                                        ,2022,Hybrid Electric              
13039,57,NX 450+ AWD                                        ,2022,Plug-in Hybrid Electric      
12887,45,RX 450h AWD                                        ,2022,Hybrid Electric              
12844,45,RX 450h L AWD                                      ,2022,Hybrid Electric              
12905,45,UX 250h                                            ,2022,Hybrid Electric              
12906,45,UX 250h AWD                                        ,2022,Hybrid Electric              
12903,57,Aviator AWD PHEV                                   ,2022,Plug-in Hybrid Electric      
13040,57,Corsair AWD PHEV                                   ,2022,Plug-in Hybrid Electric      
12894,41,"Air Dream P AWD w/19"" wheels                    ",2022,Electric                     
12895,41,"Air Dream P AWD w/21"" wheels                    ",2022,Electric                     
12896,41,"Air Dream R AWD w/19"" wheels                    ",2022,Electric                     
12897,41,"Air Dream R AWD w/21"" wheels                    ",2022,Electric                     
12898,41,"Air G Touring AWD w/19"" wheels                  ",2022,Electric                     
12899,41,"Air G Touring AWD w/21"" wheels                  ",2022,Electric                     
12957,41,MX-30                                              ,2022,Electric                     
12986,45,AMG E53 4MATIC+                                    ,2022,Hybrid Electric              
12988,45,AMG E53 4MATIC+ (Convertible)                      ,2022,Hybrid Electric              
12987,45,AMG E53 4MATIC+ (Coupe)                            ,2022,Hybrid Electric              
12932,45,AMG GLE 53 4MATIC+                                 ,2022,Hybrid Electric              
12989,45,AMG GLE 53 4MATIC+ (Coupe)                         ,2022,Hybrid Electric              
13103,45,AMG GLE 63 4MATIC+                                 ,2022,Hybrid Electric              
13102,45,AMG GLE 63 S 4MATIC+                               ,2022,Hybrid Electric              
13101,45,AMG GLE 63 S 4MATIC+ (coupe)                       ,2022,Hybrid Electric              
12984,45,AMG GT 43 4MATIC+                                  ,2022,Hybrid Electric              
12985,45,AMG GT 53 4MATIC+                                  ,2022,Hybrid Electric              
13091,45,C 300                                              ,2022,Hybrid Electric              
13092,45,C 300 4MATIC                                       ,2022,Hybrid Electric              
12933,45,CLS 450 4MATIC                                     ,2022,Hybrid Electric              
12934,45,E 450 4MATIC                                       ,2022,Hybrid Electric              
12935,45,E 450 4MATIC All-Terrain (wagon)                   ,2022,Hybrid Electric              
12945,45,E 450 4MATIC (Convertible)                         ,2022,Hybrid Electric              
12944,45,E 450 4MATIC (Coupe)                               ,2022,Hybrid Electric              
12943,45,E 450 (Convertible)                                ,2022,Hybrid Electric              
12942,45,E 450 (Coupe)                                      ,2022,Hybrid Electric              
12958,41,EQS450+                                            ,2022,Electric                     
12959,41,EQS 580 4MATIC                                     ,2022,Electric                     
13085,45,GLE 450 4MATIC                                     ,2022,Hybrid Electric              
12937,45,GLE 450 4MATIC                                     ,2022,Hybrid Electric              
13104,45,GLE 580 4MATIC                                     ,2022,Hybrid Electric              
12936,45,GLS 450 4MATIC                                     ,2022,Hybrid Electric              
13105,45,GLS 580 4MATIC                                     ,2022,Hybrid Electric              
13100,45,GLS 600 4MATIC Maybach                             ,2022,Hybrid Electric              
12990,45,S 500 4MATIC                                       ,2022,Hybrid Electric              
13032,45,S 580 4MATIC                                       ,2022,Hybrid Electric              
13033,45,S 580 4MATIC Maybach                               ,2022,Hybrid Electric              
12837,57,Cooper SE Countryman ALL4                          ,2022,Plug-in Hybrid Electric      
12779,41,Cooper SE Hardtop 2 door                           ,2022,Electric                     
12904,57,Outlander PHEV                                     ,2022,Plug-in Hybrid Electric      
12881,41,Leaf (40 kWh battery pack)                         ,2022,Electric                     
12882,41,Leaf (62 kWh battery pack)                         ,2022,Electric                     
12883,41,Leaf SV/SL (62 kWh battery pack)                   ,2022,Electric                     
12884,41,Polestar 2 (Dual Motor)                            ,2022,Electric                     
13009,41,Polestar 2 (Single Motor)                          ,2022,Electric                     
12891,57,Cayenne/Coupe/Platinum e-Hybrid                    ,2022,Plug-in Hybrid Electric      
12890,57,Cayenne Turbo S/Coupe e-Hybrid                     ,2022,Plug-in Hybrid Electric      
12947,57,Panamera 4 E-Hybrid Executive                      ,2022,Plug-in Hybrid Electric      
12948,57,Panamera 4S E-Hybrid Executive                     ,2022,Plug-in Hybrid Electric      
12992,57,Panamera Turbo S E-Hybrid Executive/ST             ,2022,Plug-in Hybrid Electric      
12966,41,Taycan 4 Cross Turismo                             ,2022,Electric                     
12967,41,Taycan 4S Cross Turismo                            ,2022,Electric                     
12960,41,Taycan 4S Perf Battery                             ,2022,Electric                     
12961,41,Taycan 4S Perf Battery Plus                        ,2022,Electric                     
12964,41,Taycan Perf Battery                                ,2022,Electric                     
12965,41,Taycan Perf Battery Plus                           ,2022,Electric                     
12962,41,Taycan Turbo                                       ,2022,Electric                     
12968,41,Taycan Turbo Cross Turismo                         ,2022,Electric                     
12963,41,Taycan Turbo S                                     ,2022,Electric                     
12969,41,Taycan Turbo S Cross Turismo                       ,2022,Electric                     
12872,45,1500 4X2                                           ,2022,Hybrid Electric              
12871,45,1500 4X2                                           ,2022,Hybrid Electric              
12874,45,1500 4X4                                           ,2022,Hybrid Electric              
12873,45,1500 4X4                                           ,2022,Hybrid Electric              
12870,45,1500 HFE 4X2                                       ,2022,Hybrid Electric              
12970,41,R1S                                                ,2022,Electric                     
12971,41,R1T                                                ,2022,Electric                     
13014,41,Model 3 (Long Range) AWD                           ,2022,Electric                     
13015,41,Model 3 Performance AWD                            ,2022,Electric                     
13013,41,Model 3 RWD                                        ,2022,Electric                     
13010,41,Model S                                            ,2022,Electric                     
13012,41,"Model S Plaid (19"" Wheels)                      ",2022,Electric                     
13011,41,"Model S Plaid (21"" Wheels)                      ",2022,Electric                     
13019,41,Model X AWD                                        ,2022,Electric                     
13020,41,"Model X Plaid (20"" Wheels)                      ",2022,Electric                     
13021,41,"Model X Plaid (22"" Wheels)                      ",2022,Electric                     
13075,41,Model Y AWD                                        ,2022,Electric                     
13017,41,Model Y (Long Range) AWD                           ,2022,Electric                     
13016,41,Model Y Performance AWD                            ,2022,Electric                     
13018,41,Model Y RWD                                        ,2022,Electric                     
12875,45,Avalon Hybrid                                      ,2022,Hybrid Electric              
12876,45,Avalon Hybrid XLE                                  ,2022,Hybrid Electric              
12877,45,Camry Hybrid LE                                    ,2022,Hybrid Electric              
12878,45,Camry Hybrid SE/XLE/XSE                            ,2022,Hybrid Electric              
12827,45,Corolla Hybrid                                     ,2022,Hybrid Electric              
12940,45,Highlander Hybrid                                  ,2022,Hybrid Electric              
12939,45,Highlander Hybrid AWD                              ,2022,Hybrid Electric              
12938,45,Highlander Hybrid AWD LTD/PLAT                     ,2022,Hybrid Electric              
13065,9,Mirai LE                                           ,2022,Hydrogen Fuel Cell           
13064,9,Mirai Limited                                      ,2022,Hydrogen Fuel Cell           
13063,9,Mirai XLE                                          ,2022,Hydrogen Fuel Cell           
12828,45,Prius                                              ,2022,Hybrid Electric              
12829,45,Prius AWD                                          ,2022,Hybrid Electric              
12830,45,Prius Eco                                          ,2022,Hybrid Electric              
12892,57,Prius Prime                                        ,2022,Plug-in Hybrid Electric      
13034,45,RAV4 Hybrid AWD                                    ,2022,Hybrid Electric              
13041,57,RAV4 Prime AWD                                     ,2022,Plug-in Hybrid Electric      
12941,45,Sienna AWD                                         ,2022,Hybrid Electric              
13086,45,TUNDRA 2WD                                         ,2022,Hybrid Electric              
13087,45,TUNDRA 4WD                                         ,2022,Hybrid Electric              
13088,45,TUNDRA 4WD PRO                                     ,2022,Hybrid Electric              
12991,45,Venza AWD                                          ,2022,Hybrid Electric              
13096,41,ID.4 AWD Pro                                       ,2022,Electric                     
13097,41,ID.4 AWD Pro S                                     ,2022,Electric                     
13098,41,ID.4 Pro                                           ,2022,Electric                     
13099,41,ID.4 Pro S                                         ,2022,Electric                     
13022,41,C40 Recharge Twin                                  ,2022,Electric                     
12845,57,S60 T8 AWD Recharge                                ,2022,Plug-in Hybrid Electric      
13076,57,S60 T8 AWD Recharge ext. Range                     ,2022,Plug-in Hybrid Electric      
12846,57,S90 T8 AWD Recharge                                ,2022,Plug-in Hybrid Electric      
13077,57,S90 T8 AWD Recharge ext. Range                     ,2022,Plug-in Hybrid Electric      
12893,57,V60 T8 AWD Recharge                                ,2022,Plug-in Hybrid Electric      
13078,57,V60 T8 AWD Recharge ext. Range                     ,2022,Plug-in Hybrid Electric      
12885,41,XC40 Recharge Twin                                 ,2022,Electric                     
12847,57,XC60 T8 AWD Recharge                               ,2022,Plug-in Hybrid Electric      
13079,57,XC60 T8 AWD Recharge ext. Range                    ,2022,Plug-in Hybrid Electric      
12848,57,XC90 T8 AWD Recharge                               ,2022,Plug-in Hybrid Electric      
13080,57,XC90 T8 AWD Recharge ext. Range                    ,2022,Plug-in Hybrid Electric      
12717,45,NSX                                                ,2021,Hybrid Electric              
12597,45,A4 allroad quattro                                 ,2021,Hybrid Electric              
12637,45,A4 quattro                                         ,2021,Hybrid Electric              
12598,45,A4 S line quattro                                  ,2021,Hybrid Electric              
12600,45,A5 Cabriolet quattro                               ,2021,Hybrid Electric              
12599,45,A5 quattro                                         ,2021,Hybrid Electric              
12638,45,A5 Sportback quattro                               ,2021,Hybrid Electric              
12601,45,A5 Sportback S line quattro                        ,2021,Hybrid Electric              
12507,45,A6 Allroad                                         ,2021,Hybrid Electric              
12506,45,A6 quattro                                         ,2021,Hybrid Electric              
12602,45,A6 quattro                                         ,2021,Hybrid Electric              
12510,45,A7 quattro                                         ,2021,Hybrid Electric              
12611,57,A7 quattro                                         ,2021,Plug-in Hybrid Electric      
12612,57,A8L                                                ,2021,Plug-in Hybrid Electric      
12511,45,A8L                                                ,2021,Hybrid Electric              
12557,45,A8L                                                ,2021,Hybrid Electric              
12623,41,e-tron                                             ,2021,Electric                     
12622,41,e-tron Sportback                                   ,2021,Electric                     
12659,57,Q5                                                 ,2021,Plug-in Hybrid Electric      
12603,45,Q5                                                 ,2021,Hybrid Electric              
12703,45,Q5 Sportback                                       ,2021,Hybrid Electric              
12558,45,Q7                                                 ,2021,Hybrid Electric              
12559,45,Q8                                                 ,2021,Hybrid Electric              
12560,45,RS 6 Avant                                         ,2021,Hybrid Electric              
12561,45,RS7                                                ,2021,Hybrid Electric              
12563,45,RS Q8                                              ,2021,Hybrid Electric              
12508,45,S6                                                 ,2021,Hybrid Electric              
12509,45,S7                                                 ,2021,Hybrid Electric              
12562,45,S8                                                 ,2021,Hybrid Electric              
12719,57,Bentayga                                           ,2021,Plug-in Hybrid Electric      
12546,57,330e                                               ,2021,Plug-in Hybrid Electric      
12547,57,330e xDrive                                        ,2021,Plug-in Hybrid Electric      
12722,57,530e                                               ,2021,Plug-in Hybrid Electric      
12723,57,530e xDrive                                        ,2021,Plug-in Hybrid Electric      
12565,45,540i                                               ,2021,Hybrid Electric              
12514,45,540i xDrive                                        ,2021,Hybrid Electric              
12548,57,745e xDrive                                        ,2021,Plug-in Hybrid Electric      
12750,41,i3                                                 ,2021,Electric                     
12695,41,i3s                                                ,2021,Electric                     
12730,57,i3s with Range Extender                            ,2021,Plug-in Hybrid Electric      
12729,57,i3 with Range Extender                             ,2021,Plug-in Hybrid Electric      
12512,45,M340i                                              ,2021,Hybrid Electric              
12513,45,M340i xDrive                                       ,2021,Hybrid Electric              
12753,45,M440i Convertible                                  ,2021,Hybrid Electric              
12590,45,M440i xDrive Coupe                                 ,2021,Hybrid Electric              
12724,57,X3 xDrive30e                                       ,2021,Plug-in Hybrid Electric      
12515,45,X5 sDrive40i 2WD                                   ,2021,Hybrid Electric              
12516,45,X5 sDrive40i 4WD                                   ,2021,Hybrid Electric              
12549,57,X5 xDrive45e                                       ,2021,Plug-in Hybrid Electric      
12517,45,X6 sDrive40i 2WD                                   ,2021,Hybrid Electric              
12518,45,X6 sDrive40i 4WD                                   ,2021,Hybrid Electric              
12519,45,X7 sDrive40i 4WD                                   ,2021,Hybrid Electric              
12617,35,Escalade 2WD                                       ,2021,Biodiesel (B20)              
12668,35,Escalade 4WD                                       ,2021,Biodiesel (B20)              
12696,41,Bolt EV                                            ,2021,Electric                     
12499,35,Colorado 2WD                                       ,2021,Biodiesel (B20)              
12500,35,Colorado 4WD                                       ,2021,Biodiesel (B20)              
12501,35,Colorado ZR2 4WD                                   ,2021,Biodiesel (B20)              
12570,35,Silverado 2WD                                      ,2021,Biodiesel (B20)              
12575,11,Silverado 2WD                                      ,2021,Ethanol (E85)                
12576,11,Silverado 4WD                                      ,2021,Ethanol (E85)                
12571,35,Silverado 4WD                                      ,2021,Biodiesel (B20)              
12618,35,Suburban 2WD                                       ,2021,Biodiesel (B20)              
12669,35,Suburban 4WD                                       ,2021,Biodiesel (B20)              
12619,35,Tahoe 2WD                                          ,2021,Biodiesel (B20)              
12670,35,Tahoe 4WD                                          ,2021,Biodiesel (B20)              
12660,57,Pacifica Hybrid                                    ,2021,Plug-in Hybrid Electric      
12613,57,SF90 Stradale Coupe                                ,2021,Plug-in Hybrid Electric      
12705,45,Escape AWD HEV                                     ,2021,Hybrid Electric              
12704,45,Escape FWD HEV                                     ,2021,Hybrid Electric              
12764,57,Escape FWD PHEV                                    ,2021,Plug-in Hybrid Electric      
12763,11,Explorer AWD FFV                                   ,2021,Ethanol (E85)                
12604,45,Explorer HEV AWD                                   ,2021,Hybrid Electric              
12639,45,Explorer HEV RWD                                   ,2021,Hybrid Electric              
12737,35,F-150 2WD                                          ,2021,Biodiesel (B20)              
12634,11,F-150 2WD FFV                                      ,2021,Ethanol (E85)                
12633,11,F-150 2WD FFV                                      ,2021,Ethanol (E85)                
12738,35,F-150 4WD                                          ,2021,Biodiesel (B20)              
12635,11,F-150 4WD FFV                                      ,2021,Ethanol (E85)                
12636,11,F-150 4WD FFV                                      ,2021,Ethanol (E85)                
12694,45,F150 Pickup 2WD HEV                                ,2021,Hybrid Electric              
12640,45,F150 Pickup 4WD HEV                                ,2021,Hybrid Electric              
12666,41,Mustang Mach-E AWD                                 ,2021,Electric                     
12667,41,Mustang Mach-E AWD Extended                        ,2021,Electric                     
12993,41,Mustang Mach-E GT AWD                              ,2021,Electric                     
12994,41,Mustang Mach-E GT AWD                              ,2021,Electric                     
12664,41,Mustang Mach-E RWD                                 ,2021,Electric                     
12714,41,Mustang Mach-E RWD California Route 1              ,2021,Electric                     
12665,41,Mustang Mach-E RWD Extended                        ,2021,Electric                     
12745,11,Super Duty F-250                                   ,2021,Ethanol (E85)                
12748,39,Super Duty F-250 2WD/4WD                           ,2021,Propane - Bi-fuel            
12736,35,Super Duty F-250 2WD/4WD                           ,2021,Biodiesel (B20)              
12743,37,Super Duty F-250 2WD/4WD                           ,2021,CNG - Bi-fuel                
12744,3,Super Duty F-250 2WD/4WD                           ,2021,CNG - Compressed Natural Gas 
12749,55,Super Duty F-250 2WD/4WD                           ,2021,Propane                      
12761,11,Transit Connect Van FFV                            ,2021,Ethanol (E85)                
12742,3,Transit Connect Van/Wagon                          ,2021,CNG - Compressed Natural Gas 
12755,39,Transit Connect Van/Wagon                          ,2021,Propane - Bi-fuel            
