Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,PHEV Total Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Number of Passengers
Sedan/Wagon,Model 3 Performance AWD,2021.0,Tesla,Electric,315.0,0.0,118.0,107.0,113.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Model 3 Standard Range Plus RWD,2021.0,Tesla,Electric,263.0,0.0,150.0,133.0,142.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Model S Long Range,2021.0,Tesla,Electric,405.0,0.0,124.0,115.0,120.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,"Model S Performance (19"" Wheels)",2021.0,Tesla,Electric,387.0,0.0,114.0,106.0,110.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,"Model S Plaid (21"" Wheels)",2021.0,Tesla,Electric,348.0,0.0,102.0,99.0,101.0,0.0,0.0,0.0,Auto,0
SUV,Model X Long Range Plus,2021.0,Tesla,Electric,371.0,0.0,109.0,101.0,105.0,0.0,0.0,0.0,Auto,0
SUV,"Model X Performance (20"" Wheels)",2021.0,Tesla,Electric,341.0,0.0,100.0,95.0,97.0,0.0,0.0,0.0,Auto,0
SUV,Model Y Long Range AWD,2021.0,Tesla,Electric,326.0,0.0,131.0,117.0,125.0,0.0,0.0,0.0,Auto,0
SUV,Model Y Performance AWD,2021.0,Tesla,Electric,303.0,0.0,115.0,106.0,111.0,0.0,0.0,0.0,Auto,0
SUV,Model Y Standard Range RWD,2021.0,Tesla,Electric,244.0,0.0,140.0,119.0,129.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Avalon Hybrid,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,43.0,43.0,43.0,Auto,0
Sedan/Wagon,Avalon Hybrid XLE,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,43.0,44.0,44.0,Auto,0
Sedan/Wagon,Camry Hybrid LE,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,51.0,53.0,52.0,Auto,0
Sedan/Wagon,Camry Hybrid SE/XLE/XSE,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,44.0,47.0,46.0,Auto,0
Sedan/Wagon,Corolla Hybrid,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,53.0,52.0,52.0,Auto,0
SUV,Highlander Hybrid,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,36.0,35.0,36.0,Auto,0
SUV,Highlander Hybrid AWD,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,35.0,35.0,35.0,Auto,0
SUV,Highlander Hybrid AWD LTD/PLAT,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,35.0,34.0,35.0,Auto,0
Sedan/Wagon,Mirai Limited,2021.0,Toyota,Hydrogen Fuel Cell,0.0,0.0,67.0,64.0,65.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Mirai XLE,2021.0,Toyota,Hydrogen Fuel Cell,0.0,0.0,74.0,70.0,72.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Prius,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,54.0,50.0,52.0,Auto,0
Sedan/Wagon,Prius AWD,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,51.0,47.0,49.0,Auto,0
Sedan/Wagon,Prius Eco,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,58.0,53.0,56.0,Auto,0
Sedan/Wagon,Prius Prime,2021.0,Toyota,Plug-in Hybrid Electric,25.0,0.0,0.0,0.0,133.0,55.0,53.0,54.0,Auto,0
SUV,RAV4 Hybrid AWD,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,41.0,38.0,40.0,Auto,0
Sedan/Wagon,RAV4 Prime AWD,2021.0,Toyota,Plug-in Hybrid Electric,42.0,0.0,0.0,0.0,94.0,40.0,36.0,38.0,Auto,0
Van,Sienna,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,Auto,0
Van,Sienna AWD,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,35.0,36.0,35.0,Auto,0
SUV,Venza AWD,2021.0,Toyota,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,40.0,37.0,39.0,Auto,0
SUV,ID.4 1st,2021.0,Volkswagen,Electric,250.0,0.0,104.0,89.0,97.0,0.0,0.0,0.0,Auto,0
SUV,ID.4 AWD Pro,2021.0,Volkswagen,Electric,249.0,0.0,102.0,90.0,97.0,0.0,0.0,0.0,Auto,0
SUV,ID.4 Pro,2021.0,Volkswagen,Electric,260.0,0.0,107.0,91.0,99.0,0.0,0.0,0.0,Auto,0
SUV,ID.4 Pro S,2021.0,Volkswagen,Electric,250.0,0.0,104.0,89.0,97.0,0.0,0.0,0.0,Auto,0
SUV,ID.4 Pro S AWD ,2021.0,Volkswagen,Electric,240.0,0.0,98.0,88.0,93.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,S60 AWD,2021.0,Volvo,Plug-in Hybrid Electric,22.0,0.0,0.0,0.0,69.0,28.0,33.0,30.0,Auto,0
Sedan/Wagon,S90 AWD,2021.0,Volvo,Plug-in Hybrid Electric,21.0,0.0,0.0,0.0,60.0,28.0,31.0,30.0,Auto,0
SUV,V60 AWD,2021.0,Volvo,Plug-in Hybrid Electric,22.0,0.0,0.0,0.0,69.0,28.0,33.0,30.0,Auto,0
SUV,XC40 Recharge,2021.0,Volvo,Electric,208.0,0.0,85.0,72.0,79.0,0.0,0.0,0.0,Auto,0
SUV,XC60 AWD,2021.0,Volvo,Plug-in Hybrid Electric,19.0,0.0,0.0,0.0,57.0,26.0,28.0,27.0,Auto,0
SUV,XC90 AWD,2021.0,Volvo,Plug-in Hybrid Electric,18.0,0.0,0.0,0.0,55.0,26.0,28.0,27.0,Auto,0
Street Sweeper,ACMD-Xpert,0.0,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,ACMD-Xpert,0.0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,ACMD-Xpert,0.0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tractor,ACTT Terminal Tractor,0.0,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tractor,ACTT Terminal Tractor,0.0,Autocar,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,ACX-Xpeditor  - Class 8,0.0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,ACX-Xpeditor ,0.0,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Street Sweeper,ACX-Xpeditor ,0.0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,DC-64 - Class 8,0.0,Autocar,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,DC-64R - Class 8,0.0,Autocar,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,LET2,0.0,Battle Motors,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,LET2,0.0,Battle Motors,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,LET2 Crew Cab,0.0,Battle Motors,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,LNT,0.0,Battle Motors,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,LNT,0.0,Battle Motors,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Passenger Van/Shuttle Bus,All American Activity,0.0,Blue Bird,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84
School Bus,All American Rear Engine - Class 7,0.0,Blue Bird,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,84
School Bus,All American RE Electric,0.0,Blue Bird,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,84
Passenger Van/Shuttle Bus,All American RE Electric Activity,0.0,Blue Bird,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,84
Passenger Van/Shuttle Bus,Micro Bird Activity G5 Electric,0.0,Blue Bird,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30
School Bus,Micro Bird G5 - Class 3,0.0,Blue Bird,Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30
Passenger Van/Shuttle Bus,Micro Bird G5 Activity,0.0,Blue Bird,Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25
School Bus,Micro Bird G5 Electric,0.0,Blue Bird,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30
School Bus,Vision - Class 7,0.0,Blue Bird,Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,83
Passenger Van/Shuttle Bus,Vision Activity,0.0,Blue Bird,Propane|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78
School Bus,Vision Electric,0.0,Blue Bird,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,77
Passenger Van/Shuttle Bus,Vision Electric Activity,0.0,Blue Bird,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,77
Vocational/Cab Chassis,6F,0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,6R,0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Refuse,8R,0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tractor,8TT Day Cab,0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Tractor,8Y Terminal Tractor,0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,C10M (45'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Max 57
Transit Bus,C10MS (45' double deck),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,77
Passenger Van/Shuttle Bus,C6M (23'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16
Passenger Van/Shuttle Bus,C8M (35'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
Transit Bus,C8MS (35' double deck),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52
Passenger Van/Shuttle Bus,C9M (40'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,49
Transit Bus,K11M (60'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55
Transit Bus,K7M (30'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22
Transit Bus,K7M ER (30'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22
Transit Bus,K8M (35'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32
Transit Bus,K9M (40'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37
Transit Bus,K9MD (40'),0.0,BYD,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42
Vocational/Cab Chassis,3500/4500 Low Cab Forward,0.0,Chevrolet,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"4500 HD, 4500 XD, 5500 HD, 5500 XD Low Cab Forward",0.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,6500 XD Low Cab Forward,0.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,Express 2500/3500,0.0,Chevrolet,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Van,Express 2500/3500,0.0,Chevrolet,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Van,Express 2500/3500,0.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,Express 2500/3500,0.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,Express 3500/4500 Cutaway,0.0,Chevrolet,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,Silverado 3500 HD Cab Chassis,0.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Pickup,Sliverado 2500/3500 HD,0.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Transit Bus,e.COBUS 2700,0.0,COBUS Industries,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,96
Transit Bus,e.COBUS 2700S,0.0,COBUS Industries,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,77
Transit Bus,e.COBUS 3000,0.0,COBUS Industries,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,110
School Bus,Type A Electric School Bus (DE516),0.0,Collins Bus Corp.,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24
School Bus,Type A Electric School Bus (DE516WF),0.0,Collins Bus Corp.,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16 + 1 wheelchair
Street Sweeper,Broom Bear,0.0,Elgin,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Street Sweeper,Broom Bear CNG Hybrid,0.0,Elgin,CNG - Compressed Natural Gas|Plug-in Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Street Sweeper,Broom Bear Plug-In Hybrid,0.0,Elgin,Plug-in Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Street Sweeper,Crosswind1,0.0,Elgin,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Street Sweeper,Pelican,0.0,Elgin,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Transit Bus,AXESS 32' low floor,0.0,ENC,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Max 25
Transit Bus,AXESS 32' low floor,0.0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Max 25
Transit Bus,AXESS 35' low floor,0.0,ENC,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35
Transit Bus,AXESS 35' low floor,0.0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35
Transit Bus,AXESS 40' low floor,0.0,ENC,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
Transit Bus,AXESS 40' low floor,0.0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
Transit Bus,Axess-BEB 32' low floor,0.0,ENC,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.
Transit Bus,Axess-BEB 35' low floor,0.0,ENC,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.
Transit Bus,Axess-BEB 40' low floor,0.0,ENC,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,.
Transit Bus,AXESS-FC 40' low floor,0.0,ENC,Hydrogen Fuel Cell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43
Transit Bus,E-Z RIDER II 30',0.0,ENC,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31
Transit Bus,E-Z RIDER II 30',0.0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31
Transit Bus,E-Z RIDER II 32',0.0,ENC,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33
Transit Bus,E-Z RIDER II 32',0.0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33
Transit Bus,E-Z RIDER II 35',0.0,ENC,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
Transit Bus,E-Z RIDER II 35',0.0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
Transit Bus,XHF 29',0.0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29
Transit Bus,XHF 33',0.0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32
Transit Bus,XHF 35',0.0,ENC,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41
Transit Bus,XHF 40',0.0,ENC,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47
Vocational/Cab Chassis,"E350, E450 Cutaway",0.0,Ford,Propane - Bi-fuel|CNG - Bi-fuel|Propane|CNG - Compressed Natural Gas|Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"E350, E450 Cutaway",0.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",0.0,Ford,Propane - Bi-fuel|Propane|CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"E350, E450 Stripped Chassis",0.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,E-450 Box Truck,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,E450 Cutaway,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
School Bus,E-450 School Bus,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,E-450 Shuttle,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Step Van,E-450 Step Van,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,E450 Stripped Chassis,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,E-450 Work Truck,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Van,E-Transit Cargo Van,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,E-Transit Cutaway/Chassis Cab,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Passenger Van/Shuttle Bus,F-550 Bus,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
School Bus,F-59 School Bus,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,F-59 Shuttle Bus,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Step Van,F-59 Step Van,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,F-59 Stripped Chassis,0.0,Ford,CNG - Compressed Natural Gas|Propane - Bi-fuel|E85/Hybrid Electric|CNG - Bi-fuel|Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,F-59 Stripped Chassis,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,F-59 Stripped Chassis,0.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,F-650 Box Truck,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",0.0,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"Medium Duty Chassis Cab F650, F750",0.0,Ford,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,Super Duty Chassis Cab F350,0.0,Ford,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",0.0,Ford,Propane - Bi-fuel|Propane|CNG - Compressed Natural Gas|CNG - Bi-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",0.0,Ford,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"Super Duty Chassis Cab F350, F450, F550",0.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Pickup,"Super Duty F250, F350, F450",0.0,Ford,CNG - Bi-fuel|Ethanol (E85)|CNG - Compressed Natural Gas|Propane|Propane - Bi-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Pickup,"Super Duty F250, F350, F450",0.0,Ford,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Pickup,"Super Duty F250, F350, F450",0.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Pickup,"Super Duty F250, F350, F450",0.0,Ford,Plug-in Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Van,Transit 250/350 Cargo Van,0.0,Ford,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Van,Transit 250/350 Cargo Van,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Van,Transit 250/350 Cargo Van,0.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,0.0,Ford,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Passenger Van/Shuttle Bus,Transit 250/350 Passenger Van,0.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"Transit CC-CA 250, 350",0.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,"Transit CC-CA 250, 350",0.0,Ford,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,Transit Cutaway/Chassis Cab,0.0,Ford,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,114SD NG - Class 8,0.0,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Tractor,Cascadia Natural Gas,0.0,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
TractorVocational/Cab Chassis,M2 112 NG,0.0,Freightliner,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,MT-45 G Chassis - Class 4,0.0,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,MT-50e,0.0,Freightliner Custom Chassis,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,MT-55 G Chassis,0.0,Freightliner Custom Chassis,Propane|CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Vocational/Cab Chassis,S2G Truck - Class 6,0.0,Freightliner Custom Chassis,Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Vocational/Cab Chassis,eCanter,0.0,FUSO,Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Automatic,0
Transit Bus,"BRT, BRT Plus, Commuter",0.0,Gillig,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Transit Bus,"BRT, BRT Plus, Commuter",0.0,Gillig,Diesel/Hybrid Electric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Transit Bus,"Low Floor, Low Floor Plus",0.0,Gillig,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
