Category,Model,Model Year,Manufacturer,Fuel,All-Electric Range,PHEV Total Range,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Transmission Type,Number of Passengers
Sedan/Wagon,Bolt EV,2021.0,Chevrolet,Electric,259.0,0.0,127.0,108.0,118.0,0.0,0.0,0.0,0,0
Pickup,Colorado 2WD,2021.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,30.0,23.0,Auto,0
Pickup,Colorado 4WD,2021.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,19.0,28.0,22.0,Auto,0
Pickup,Colorado ZR2 4WD,2021.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,18.0,22.0,19.0,Auto,0
Pickup,Silverado 2WD,2021.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,23.0,33.0,27.0,Auto,0
Pickup,Silverado 2WD,2021.0,Chevrolet,Ethanol (E85),0.0,0.0,11.0,15.0,12.0,15.0,19.0,16.0,Auto,0
Pickup,Silverado 4WD,2021.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,22.0,26.0,24.0,Auto,0
Pickup,Silverado 4WD,2021.0,Chevrolet,Ethanol (E85),0.0,0.0,11.0,13.0,12.0,14.0,18.0,16.0,Auto,0
SUV,Suburban 2WD,2021.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,21.0,27.0,23.0,Auto,0
SUV,Suburban 4WD,2021.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
SUV,Tahoe 2WD,2021.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,21.0,28.0,24.0,Auto,0
SUV,Tahoe 4WD,2021.0,Chevrolet,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
Van,Pacifica Hybrid,2021.0,Chrysler,Plug-in Hybrid Electric,32.0,0.0,0.0,0.0,82.0,29.0,30.0,30.0,Auto,0
Sedan/Wagon,SF90 Stradale Coupe,2021.0,Ferrari,Plug-in Hybrid Electric,8.0,0.0,0.0,0.0,51.0,16.0,20.0,18.0,Auto,0
Sedan/Wagon,Escape AWD HEV,2021.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,43.0,37.0,40.0,Auto,0
Sedan/Wagon,Escape FWD HEV,2021.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,44.0,37.0,41.0,Auto,0
SUV,Escape FWD PHEV,2021.0,Ford,Plug-in Hybrid Electric,37.0,0.0,0.0,0.0,105.0,43.0,38.0,40.0,Auto,0
SUV,Explorer AWD FFV,2021.0,Ford,Ethanol (E85),0.0,0.0,11.0,15.0,13.0,16.0,23.0,19.0,Auto,0
SUV,Explorer HEV AWD,2021.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,26.0,25.0,Auto,0
SUV,Explorer HEV RWD,2021.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,27.0,28.0,27.0,Auto,0
Pickup,F-150 2WD,2021.0,Ford,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Pickup,F-150 2WD FFV,2021.0,Ford,Ethanol (E85),0.0,0.0,14.0,19.0,16.0,20.0,24.0,21.0,Auto,0
Pickup,F-150 2WD FFV,2021.0,Ford,Ethanol (E85),0.0,0.0,12.0,18.0,14.0,17.0,24.0,20.0,Auto,0
Pickup,F-150 4WD,2021.0,Ford,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,27.0,23.0,Auto,0
Pickup,F-150 4WD FFV,2021.0,Ford,Ethanol (E85),0.0,0.0,14.0,18.0,15.0,19.0,22.0,20.0,Auto,0
Pickup,F-150 4WD FFV,2021.0,Ford,Ethanol (E85),0.0,0.0,11.0,17.0,13.0,16.0,22.0,19.0,Auto,0
Pickup,F150 Pickup 2WD HEV,2021.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,25.0,26.0,25.0,Auto,0
Pickup,F150 Pickup 4WD HEV,2021.0,Ford,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,24.0,24.0,24.0,Auto,0
Sedan/Wagon,Mustang Mach-E AWD,2021.0,Ford,Electric,211.0,0.0,100.0,86.0,93.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Mustang Mach-E AWD Extended,2021.0,Ford,Electric,270.0,0.0,96.0,84.0,90.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Mustang Mach-E GT AWD,2021.0,Ford,Electric,270.0,0.0,90.0,77.0,84.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Mustang Mach-E GT AWD,2021.0,Ford,Electric,260.0,0.0,88.0,75.0,82.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Mustang Mach-E RWD,2021.0,Ford,Electric,230.0,0.0,105.0,93.0,100.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Mustang Mach-E RWD California Route 1,2021.0,Ford,Electric,305.0,0.0,108.0,94.0,101.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Mustang Mach-E RWD Extended,2021.0,Ford,Electric,300.0,0.0,104.0,90.0,97.0,0.0,0.0,0.0,Auto,0
Pickup,Super Duty F-250,2021.0,Ford,Ethanol (E85),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,CNG - Bi-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,Propane - Bi-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Pickup,Super Duty F-250 2WD/4WD,2021.0,Ford,Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Van,Transit Connect Van FFV,2021.0,Ford,Ethanol (E85),0.0,0.0,18.0,20.0,19.0,24.0,27.0,25.0,Auto,0
Van,Transit Connect Van/Wagon,2021.0,Ford,Propane - Bi-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Van,Transit Connect Van/Wagon,2021.0,Ford,CNG - Compressed Natural Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Van,Transit Connect Van/Wagon,2021.0,Ford,CNG - Bi-fuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Van,Transit Connect Van/Wagon,2021.0,Ford,Propane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Auto,0
Passenger Van/Shuttle Bus,Transit Connect Wagon LWB FFV,2021.0,Ford,Ethanol (E85),0.0,0.0,17.0,21.0,19.0,24.0,29.0,26.0,Auto,0
Passenger Van/Shuttle Bus,Transit T150 Passenger Van 2WD FFV,2021.0,Ford,Ethanol (E85),0.0,0.0,11.0,14.0,12.0,14.0,18.0,16.0,Auto,0
Passenger Van/Shuttle Bus,Transit T150 Passenger Van 4WD FFV,2021.0,Ford,Ethanol (E85),0.0,0.0,11.0,14.0,12.0,15.0,19.0,16.0,Auto,0
Pickup,Canyon 2WD,2021.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,30.0,23.0,Auto,0
Pickup,Canyon 4WD,2021.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,19.0,28.0,22.0,Auto,0
Pickup,Sierra 2WD,2021.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,23.0,30.0,26.0,Auto,0
Pickup,Sierra 2WD,2021.0,GMC,Ethanol (E85),0.0,0.0,11.0,15.0,12.0,15.0,19.0,16.0,Auto,0
Pickup,Sierra 4WD,2021.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,22.0,26.0,24.0,Auto,0
Pickup,Sierra 4WD,2021.0,GMC,Ethanol (E85),0.0,0.0,11.0,13.0,12.0,14.0,18.0,16.0,Auto,0
Pickup,Sierra 4WD AT4,2021.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,22.0,26.0,24.0,Auto,0
SUV,Yukon 2WD,2021.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,21.0,27.0,23.0,Auto,0
SUV,Yukon 4WD,2021.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
SUV,Yukon XL 2WD,2021.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,21.0,27.0,23.0,Auto,0
SUV,Yukon XL 4WD,2021.0,GMC,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
Sedan/Wagon,Accord,2021.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,48.0,48.0,48.0,Auto,0
Sedan/Wagon,Accord Sport/Touring,2021.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,44.0,41.0,43.0,Auto,0
Sedan/Wagon,Clarity,2021.0,Honda,Hydrogen Fuel Cell,0.0,0.0,68.0,67.0,68.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Clarity PHEV,2021.0,Honda,Plug-in Hybrid Electric,48.0,0.0,0.0,0.0,110.0,44.0,40.0,42.0,Auto,0
SUV,CR-V AWD,2021.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,40.0,35.0,38.0,Auto,0
Sedan/Wagon,Insight,2021.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,55.0,49.0,52.0,Auto,0
Sedan/Wagon,Insight Touring,2021.0,Honda,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,51.0,45.0,48.0,Auto,0
Sedan/Wagon,Elantra Hybrid,2021.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,49.0,52.0,50.0,Auto,0
Sedan/Wagon,Elantra Hybrid Blue,2021.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,53.0,56.0,54.0,Auto,0
Sedan/Wagon,Ioniq,2021.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,54.0,56.0,55.0,Auto,0
Sedan/Wagon,Ioniq Blue,2021.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,59.0,60.0,59.0,Auto,0
Sedan/Wagon,Ioniq Electric,2021.0,Hyundai,Electric,170.0,0.0,145.0,121.0,133.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Ioniq Plug-in Hybrid,2021.0,Hyundai,Plug-in Hybrid Electric,29.0,0.0,0.0,0.0,119.0,52.0,51.0,52.0,Auto,0
SUV,Kona Electric,2021.0,Hyundai,Electric,258.0,0.0,132.0,108.0,120.0,0.0,0.0,0.0,Auto,0
SUV,Nexo,2021.0,Hyundai,Hydrogen Fuel Cell,0.0,0.0,59.0,54.0,57.0,0.0,0.0,0.0,Auto,0
SUV,Nexo Blue,2021.0,Hyundai,Hydrogen Fuel Cell,0.0,0.0,65.0,58.0,61.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Santa Fe Hybrid,2021.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,33.0,30.0,32.0,Auto,0
Sedan/Wagon,Santa Fe Hybrid Blue,2021.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,36.0,31.0,34.0,Auto,0
Sedan/Wagon,Sonata Hybrid,2021.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,45.0,51.0,47.0,Auto,0
Sedan/Wagon,Sonata Hybrid Blue,2021.0,Hyundai,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,50.0,54.0,52.0,Auto,0
SUV,E-PACE MHEV,2021.0,Jaguar,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,26.0,23.0,Auto,0
SUV,F-PACE P340 MHEV,2021.0,Jaguar,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,27.0,22.0,Auto,0
SUV,F-PACE P400 MHEV,2021.0,Jaguar,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
SUV,I-PACE EV400,2021.0,Jaguar,Electric,234.0,0.0,80.0,72.0,76.0,0.0,0.0,0.0,Auto,0
SUV,Wrangler 2dr 4x4,2021.0,Jeep,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,24.0,21.0,Auto,0
SUV,Wrangler 4dr 4x4,2021.0,Jeep,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,19.0,24.0,21.0,Auto,0
SUV,Wrangler 4dr 4xe,2021.0,Jeep,Plug-in Hybrid Electric,22.0,0.0,0.0,0.0,49.0,20.0,20.0,20.0,Auto,0
Sedan/Wagon,K27,2021.0,Kandi,Electric,59.0,0.0,127.0,102.0,114.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,"GS-6 (21"" wheels)",2021.0,Karma,Plug-in Hybrid Electric,61.0,0.0,0.0,0.0,70.0,27.0,25.0,26.0,Auto,0
Sedan/Wagon,"Revero GT (21"" wheels)",2021.0,Karma,Plug-in Hybrid Electric,61.0,0.0,0.0,0.0,70.0,27.0,25.0,26.0,Auto,0
Sedan/Wagon,Niro,2021.0,Kia,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,51.0,46.0,49.0,Auto,0
Sedan/Wagon,Niro Electric,2021.0,Kia,Electric,239.0,0.0,123.0,102.0,112.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Niro FE,2021.0,Kia,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,53.0,48.0,50.0,Auto,0
Sedan/Wagon,Niro Plug-in Hybrid,2021.0,Kia,Plug-in Hybrid Electric,26.0,0.0,0.0,0.0,105.0,48.0,44.0,46.0,Auto,0
Sedan/Wagon,Niro Touring,2021.0,Kia,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,46.0,40.0,43.0,Auto,0
SUV,Sorento Hybrid,2021.0,Kia,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,39.0,35.0,37.0,Auto,0
SUV,Defender 110 MHEV,2021.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,17.0,22.0,19.0,Auto,0
SUV,Defender 90 MHEV,2021.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,17.0,22.0,19.0,Auto,0
SUV,Discovery MHEV,2021.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,24.0,21.0,Auto,0
SUV,Range Rover ,2021.0,Land Rover,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,22.0,28.0,24.0,Auto,0
SUV,Range Rover MHEV,2021.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,23.0,20.0,Auto,0
SUV,Range Rover PHEV,2021.0,Land Rover,Plug-in Hybrid Electric,19.0,0.0,0.0,0.0,42.0,18.0,21.0,19.0,Auto,0
SUV,Range Rover Sport,2021.0,Land Rover,Biodiesel (B20),0.0,0.0,0.0,0.0,0.0,22.0,28.0,24.0,Auto,0
SUV,Range Rover Sport MHEV,2021.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,19.0,24.0,21.0,Auto,0
SUV,Range Rover Sport PHEV,2021.0,Land Rover,Plug-in Hybrid Electric,19.0,0.0,0.0,0.0,42.0,18.0,21.0,20.0,Auto,0
SUV,Range Rover Velar P340 MHEV,2021.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,26.0,22.0,Auto,0
SUV,Range Rover Velar P400 MHEV,2021.0,Land Rover,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,19.0,25.0,21.0,Auto,0
Sedan/Wagon,ES 300h,2021.0,Lexus,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,43.0,44.0,44.0,Auto,0
Sedan/Wagon,LC 500h,2021.0,Lexus,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,26.0,34.0,29.0,Auto,0
Sedan/Wagon,LS 500h,2021.0,Lexus,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,25.0,33.0,28.0,Auto,0
Sedan/Wagon,LS 500h AWD,2021.0,Lexus,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,29.0,26.0,Auto,0
SUV,NX 300h AWD,2021.0,Lexus,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,33.0,30.0,31.0,Auto,0
SUV,RX 450h AWD,2021.0,Lexus,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,31.0,28.0,30.0,Auto,0
SUV,RX 450h L AWD,2021.0,Lexus,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,29.0,28.0,29.0,Auto,0
Sedan/Wagon,UX 250h,2021.0,Lexus,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,43.0,41.0,42.0,Auto,0
Sedan/Wagon,UX 250h AWD,2021.0,Lexus,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,41.0,38.0,39.0,Auto,0
SUV,Aviator AWD PHEV,2021.0,Lincoln,Plug-in Hybrid Electric,21.0,0.0,0.0,0.0,56.0,22.0,25.0,23.0,Auto,0
SUV,Corsair AWD PHEV,2021.0,Lincoln,Plug-in Hybrid Electric,28.0,0.0,0.0,0.0,78.0,34.0,32.0,33.0,Auto,0
Sedan/Wagon,AMG CLS 53 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,26.0,23.0,Auto,0
Sedan/Wagon,AMG E53 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,22.0,29.0,25.0,Auto,0
Sedan/Wagon,AMG E53 4MATIC+ (Convertible),2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,27.0,23.0,Auto,0
Sedan/Wagon,AMG E53 4MATIC+ (Coupe),2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,28.0,24.0,Auto,0
SUV,AMG GLE 53 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,22.0,19.0,Auto,0
SUV,AMG GLE 53 4MATIC+ Coupe,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,18.0,23.0,20.0,Auto,0
SUV,AMG GLE 63 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,15.0,19.0,16.0,Auto,0
SUV,AMG GLE 63 S 4MATIC+ Coupe,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,15.0,19.0,17.0,Auto,0
SUV,AMG GLS 63 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,14.0,18.0,16.0,Auto,0
Sedan/Wagon,AMG GT 43 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,25.0,22.0,Auto,0
Sedan/Wagon,AMG GT 53 4MATIC+,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,25.0,22.0,Auto,0
Sedan/Wagon,CLS 450,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,30.0,26.0,Auto,0
Sedan/Wagon,CLS 450 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,22.0,29.0,25.0,Auto,0
Sedan/Wagon,E 450 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,30.0,26.0,Auto,0
Sedan/Wagon,E 450 4MATIC All-Terrain (wagon),2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,22.0,28.0,24.0,Auto,0
Sedan/Wagon,E 450 4MATIC (Convertible),2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,29.0,25.0,Auto,0
Sedan/Wagon,E 450 4MATIC (Coupe),2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,30.0,25.0,Auto,0
Sedan/Wagon,E 450 (Convertible),2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,30.0,25.0,Auto,0
Sedan/Wagon,E 450 (Coupe),2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,23.0,31.0,26.0,Auto,0
SUV,GLE 450 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,21.0,26.0,23.0,Auto,0
SUV,GLE 580 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,17.0,22.0,19.0,Auto,0
SUV,GLS 450 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,24.0,21.0,Auto,0
SUV,GLS 580 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,16.0,21.0,18.0,Auto,0
SUV,GLS 600 4MATIC Maybach,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,15.0,19.0,16.0,Auto,0
Sedan/Wagon,S 500 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,29.0,24.0,Auto,0
Sedan/Wagon,S 580 4MATIC,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,17.0,25.0,20.0,Auto,0
Sedan/Wagon,S 580 4MATIC Maybach,2021.0,Mercedes-Benz,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,16.0,24.0,19.0,Auto,0
Sedan/Wagon,Cooper SE Countryman ALL4,2021.0,Mini,Plug-in Hybrid Electric,18.0,0.0,0.0,0.0,73.0,29.0,30.0,29.0,Auto,0
Sedan/Wagon,Cooper SE Hardtop 2 door,2021.0,Mini,Electric,110.0,0.0,115.0,100.0,108.0,0.0,0.0,0.0,Auto,0
SUV,Outlander PHEV,2021.0,Mitsubishi,Plug-in Hybrid Electric,24.0,0.0,0.0,0.0,74.0,26.0,26.0,26.0,Auto,0
Sedan/Wagon,Leaf (40 kWh battery pack),2021.0,Nissan,Electric,149.0,0.0,123.0,99.0,111.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Leaf (62 kWh battery pack),2021.0,Nissan,Electric,226.0,0.0,118.0,97.0,108.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Leaf SV/SL (62 kWh battery pack),2021.0,Nissan,Electric,215.0,0.0,114.0,94.0,104.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Polestar 2,2021.0,Polestar Automotive USA,Electric,233.0,0.0,96.0,88.0,92.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Polestar I,2021.0,Polestar Automotive USA,Plug-in Hybrid Electric,52.0,0.0,0.0,0.0,58.0,22.0,31.0,26.0,Auto,0
SUV,Cayenne e-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,17.0,0.0,0.0,0.0,46.0,20.0,22.0,21.0,Auto,0
SUV,Cayenne e-Hybrid Coupe,2021.0,Porsche,Plug-in Hybrid Electric,17.0,0.0,0.0,0.0,46.0,20.0,22.0,21.0,Auto,0
SUV,Cayenne Turbo S e-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,15.0,0.0,0.0,0.0,42.0,17.0,20.0,18.0,Auto,0
SUV,Cayenne Turbo S e-Hybrid Coupe,2021.0,Porsche,Plug-in Hybrid Electric,15.0,0.0,0.0,0.0,42.0,17.0,20.0,18.0,Auto,0
Sedan/Wagon,Panamera 4 E-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,19.0,0.0,0.0,0.0,52.0,21.0,24.0,22.0,Auto,0
Sedan/Wagon,Panamera 4 E-Hybrid Executive,2021.0,Porsche,Plug-in Hybrid Electric,19.0,0.0,0.0,0.0,52.0,21.0,24.0,22.0,Auto,0
Sedan/Wagon,Panamera 4 E-Hybrid ST,2021.0,Porsche,Plug-in Hybrid Electric,19.0,0.0,0.0,0.0,52.0,21.0,24.0,22.0,Auto,0
Sedan/Wagon,Panamera 4S E-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,19.0,0.0,0.0,0.0,50.0,21.0,23.0,22.0,Auto,0
Sedan/Wagon,Panamera 4S E-Hybrid Executive,2021.0,Porsche,Plug-in Hybrid Electric,19.0,0.0,0.0,0.0,50.0,21.0,23.0,22.0,Auto,0
Sedan/Wagon,Panamera 4S E-Hybrid ST,2021.0,Porsche,Plug-in Hybrid Electric,19.0,0.0,0.0,0.0,50.0,21.0,23.0,22.0,Auto,0
Sedan/Wagon,Panamera Turbo S E-Hybrid,2021.0,Porsche,Plug-in Hybrid Electric,17.0,0.0,0.0,0.0,48.0,18.0,22.0,19.0,Auto,0
Sedan/Wagon,Panamera Turbo S E-Hybrid Executive,2021.0,Porsche,Plug-in Hybrid Electric,17.0,0.0,0.0,0.0,48.0,18.0,22.0,19.0,Auto,0
Sedan/Wagon,Panamera Turbo S E-Hybrid ST,2021.0,Porsche,Plug-in Hybrid Electric,17.0,0.0,0.0,0.0,48.0,18.0,22.0,19.0,Auto,0
Sedan/Wagon,Taycan 4S Perf Battery,2021.0,Porsche,Electric,199.0,0.0,79.0,80.0,79.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Taycan 4S Perf Battery Plus,2021.0,Porsche,Electric,227.0,0.0,75.0,81.0,77.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Taycan Perf Battery,2021.0,Porsche,Electric,200.0,0.0,76.0,84.0,79.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Taycan Perf Battery Plus,2021.0,Porsche,Electric,225.0,0.0,71.0,80.0,75.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Taycan Turbo,2021.0,Porsche,Electric,212.0,0.0,71.0,75.0,73.0,0.0,0.0,0.0,Auto,0
Sedan/Wagon,Taycan Turbo S,2021.0,Porsche,Electric,201.0,0.0,69.0,71.0,70.0,0.0,0.0,0.0,Auto,0
Pickup,1500 2WD,2021.0,Ram,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,25.0,22.0,Auto,0
Pickup,1500 2WD,2021.0,Ram,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,17.0,23.0,19.0,Auto,0
Pickup,1500 4WD,2021.0,Ram,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,19.0,24.0,21.0,Auto,0
Pickup,1500 4WD,2021.0,Ram,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,17.0,22.0,19.0,Auto,0
Pickup,1500 HFE 4X2,2021.0,Ram,Hybrid Electric,0.0,0.0,0.0,0.0,0.0,20.0,26.0,23.0,Auto,0
SUV,Crosstrek Hybrid AWD,2021.0,Subaru,Plug-in Hybrid Electric,17.0,0.0,0.0,0.0,90.0,36.0,35.0,35.0,Auto,0
Sedan/Wagon,Model 3 Long Range AWD,2021.0,Tesla,Electric,353.0,0.0,141.0,127.0,134.0,0.0,0.0,0.0,Auto,0
